sequence_id,n_frames,n_frames2
4119765202,28,28
4119830421,7,7
4119929132,71,71
4119968154,81,81
4120200835,36,36
4120352591,6,6
4120381371,6,6
4120606511,45,45
4120661310,19,19
4120684027,14,14
4120706201,41,41
4120708828,21,21
412072361,38,38
4120767923,11,11
4120786440,118,118
4120786777,42,42
4120830129,56,56
4120851515,36,36
4120917600,6,6
4120981498,6,6
4121088202,15,15
4121220829,47,47
4121223723,15,15
4121248789,19,19
4121255035,29,29
4121285999,14,14
4121289929,6,6
4121294193,88,88
4121295139,24,24
4121340608,6,6
4121387173,156,156
4121424732,14,14
4121471975,15,15
4121608656,45,45
4121654966,35,35
4121662482,48,48
4121725803,14,14
4121735081,12,12
4121752476,31,31
4121833611,26,26
4121881231,6,6
4121882257,59,59
4121989662,6,6
4122075995,148,148
4122156889,19,19
4122214881,9,9
4122216643,27,27
4122422326,9,9
4122431936,13,13
4122458589,6,6
4122463933,6,6
4122499337,6,6
4122703117,32,32
4122736281,9,9
4122784647,6,6
4122790419,174,174
4122799875,11,11
4122850991,17,17
412286301,24,24
4122945652,27,27
412299988,15,15
4123013410,132,132
4123039381,6,6
4123049427,51,51
4123095423,28,28
4123117870,36,36
4123119656,6,6
4123149628,20,20
4123165712,14,14
4123283415,10,10
4123315213,22,22
4123320880,6,6
4123347442,24,24
4123354245,30,30
4123372776,16,16
4123406044,21,21
4123479771,37,37
4123492148,137,137
4123509094,40,40
4123562451,6,6
4123611014,151,151
4123757041,11,11
4123757470,25,25
4123794680,62,62
4123833881,13,13
4123849458,19,19
4123989081,6,6
4124107156,73,73
4124124428,58,58
4124136608,29,29
4124148815,10,10
4124177122,33,33
4124217209,30,30
4124269822,26,26
4124373572,111,111
4124383186,44,44
41243866,22,22
4124406446,54,54
4124407545,40,40
4124408869,13,13
4124411728,11,11
4124419730,11,11
4124494449,34,34
4124506794,6,6
4124616145,23,23
4124641669,12,12
412473386,54,54
412479005,75,75
4124811886,20,20
4124816068,13,13
4124883106,46,46
4124920605,114,114
4124927463,9,9
4124967298,14,14
412500148,118,118
4125062155,18,18
4125149295,16,16
4125172393,48,48
4125242327,37,37
4125250144,68,68
4125252886,27,27
4125265099,25,25
4125334287,82,82
4125360091,11,11
4125364424,6,6
4125476618,30,30
4125526082,7,7
4125613243,6,6
4125618187,140,140
4125622672,6,6
4125670910,21,21
4125674541,23,23
4125718745,8,8
4125725002,18,18
4125748485,52,52
4125836433,16,16
4125883364,10,10
4125886919,18,18
4125938843,22,22
4125961108,18,18
4125972124,6,6
4125990381,25,25
4125999850,49,49
4126011520,6,6
4126042764,47,47
4126077596,9,9
4126132286,13,13
4126147423,259,259
4126189469,6,6
4126199610,7,7
4126202302,7,7
4126298907,14,14
4126301303,8,8
4126471331,43,43
412650935,27,27
4126519893,13,13
4126524969,8,8
412658915,29,29
4126592369,24,24
4126599869,12,12
4126608642,23,23
4126622787,11,11
4126630467,70,70
4126709842,43,43
4126738778,19,19
4126760119,68,68
4126773178,22,22
4126789604,11,11
4126807429,6,6
4126829547,47,47
4126833187,34,34
4126859230,8,8
4126860082,13,13
4126881412,28,28
4126905429,54,54
4126916440,6,6
4126917726,6,6
4126937120,17,17
4127112106,6,6
4127114239,6,6
4127117227,8,8
4127121975,12,12
4127170606,44,44
412723168,49,49
4127302862,35,35
4127310697,6,6
4127356076,15,15
4127356125,26,26
41273595,20,20
4127389800,60,60
412756138,25,25
4127668063,65,65
4127670118,17,17
4127730623,16,16
4127761707,11,11
4127860837,9,9
4127987877,6,6
412803305,17,17
4128033648,9,9
4128034651,60,60
4128174994,17,17
4128184479,40,40
4128202807,69,69
4128227128,15,15
4128248836,39,39
4128298994,19,19
4128307864,8,8
4128330942,9,9
4128357440,13,13
4128407573,11,11
4128441238,83,83
4128453996,47,47
412846667,6,6
4128534504,11,11
4128535805,13,13
4128552616,23,23
4128582661,22,22
4128604627,78,78
412864848,88,88
4128706784,63,63
4128889064,6,6
4128910372,23,23
4128931442,13,13
4129040064,56,56
412904424,14,14
412907023,28,28
4129096181,16,16
4129250607,225,225
4129428882,32,32
4129506636,13,13
4129570193,21,21
4129625519,6,6
4129653172,12,12
412970829,57,57
4129763792,52,52
4129778173,15,15
4129824461,7,7
4129847333,29,29
4129863663,30,30
4129913264,12,12
4129931582,29,29
4130024758,36,36
41300978,86,86
4130114838,21,21
4130122791,10,10
4130255645,10,10
4130307684,8,8
413035473,37,37
4130378887,6,6
4130386397,6,6
413041610,6,6
4130512488,146,146
4130596306,6,6
413061951,23,23
4130675078,14,14
4130753220,6,6
4130849560,11,11
4130918795,17,17
4131009592,25,25
4131025375,243,243
4131035644,14,14
4131081407,120,120
4131127378,11,11
4131148878,29,29
4131252938,128,128
4131279973,54,54
4131329,38,38
4131438962,50,50
4131439054,186,186
4131448438,209,209
4131488351,63,63
4131527959,19,19
4131555231,15,15
4131572369,21,21
413166088,6,6
4131682476,17,17
4131682800,42,42
4131694408,49,49
4131700694,6,6
4131700897,9,9
4131845416,64,64
4131846284,21,21
4131918592,24,24
4131935066,24,24
413198,6,6
4131989887,21,21
4132000657,43,43
4132122006,22,22
4132164856,35,35
4132175226,6,6
4132229239,20,20
413225965,6,6
4132339541,27,27
413239902,12,12
4132494318,15,15
4132502550,13,13
4132548672,13,13
4132576415,148,148
4132606659,21,21
4132644322,17,17
4132732012,17,17
4132749703,16,16
4132760468,30,30
4132770940,35,35
4132774878,6,6
413285204,51,51
4132895189,9,9
4132902691,23,23
4132909013,9,9
413291230,60,60
4132929368,18,18
4132948914,13,13
4133015807,10,10
4133035776,36,36
4133071990,112,112
4133072748,45,45
4133098811,18,18
4133221536,259,259
4133227030,39,39
4133228151,114,114
413322924,34,34
4133240150,12,12
4133258527,26,26
4133316158,83,83
4133338884,18,18
4133426875,63,63
4133509951,12,12
4133551661,6,6
4133585585,33,33
4133612386,97,97
4133622866,11,11
4133651726,17,17
4133688037,21,21
4133768052,6,6
4133773194,23,23
413387178,97,97
413396321,19,19
4133981006,24,24
4133990156,15,15
4134069986,126,126
4134186866,6,6
4134203314,41,41
4134209106,44,44
4134265136,11,11
4134293533,95,95
4134424919,6,6
4134468363,15,15
4134485479,6,6
4134515389,59,59
4134518656,100,100
413453835,9,9
4134573203,17,17
4134591602,61,61
4134693766,205,205
4134712657,67,67
413480053,25,25
4134820777,31,31
4134871944,13,13
4134872341,33,33
4134879443,6,6
4134880778,47,47
4134890105,42,42
4134893771,80,80
4134936492,37,37
4135015976,64,64
4135026854,33,33
4135030427,28,28
4135071743,60,60
4135104936,18,18
4135181975,42,42
4135200312,6,6
4135257926,6,6
4135292048,29,29
4135294020,103,103
4135341720,6,6
4135342210,88,88
4135393814,54,54
4135421536,7,7
4135433667,72,72
4135454607,30,30
4135540181,16,16
4135566963,36,36
4135605938,20,20
4135618064,16,16
4135621448,61,61
4135636188,33,33
4135676477,16,16
4135702116,26,26
413572289,123,123
4135759204,39,39
4135783303,10,10
4135793568,25,25
4135799620,48,48
4135825346,12,12
4135910975,31,31
4135921724,38,38
4135961792,6,6
4136029375,15,15
4136192168,8,8
4136305126,13,13
4136309920,8,8
413634311,6,6
4136412875,60,60
4136424497,64,64
4136433197,162,162
4136521172,12,12
4136612168,14,14
4136657248,17,17
4136683841,6,6
4136689729,6,6
4136691176,10,10
4136700788,17,17
4136702269,15,15
4136712470,88,88
4136971312,7,7
4137041403,27,27
4137053905,53,53
4137058318,133,133
4137080504,14,14
4137091884,192,192
4137101582,45,45
4137202794,20,20
4137235930,15,15
4137254524,36,36
4137270037,6,6
4137307755,119,119
4137326574,6,6
4137385924,11,11
4137402952,17,17
4137421153,15,15
4137487112,45,45
4137517603,13,13
4137541880,6,6
4137576452,64,64
4137592426,156,156
4137600195,21,21
4137781775,35,35
4137834416,28,28
4137909764,89,89
4137979060,24,24
4138013684,148,148
4138060827,31,31
4138072402,9,9
41380890,41,41
4138105255,7,7
4138130820,7,7
4138142924,29,29
4138161317,47,47
4138247136,243,243
4138363191,6,6
4138421706,10,10
4138453291,32,32
4138458081,22,22
4138573525,23,23
4138603089,36,36
4138746223,17,17
4138764526,18,18
4138782839,16,16
4138788897,21,21
4138892497,45,45
4138907933,93,93
4139036870,35,35
4139061702,11,11
4139099834,6,6
4139115282,14,14
4139135755,16,16
4139151494,33,33
4139188755,6,6
4139312831,41,41
4139320569,89,89
41393253,56,56
413945348,6,6
4139495958,169,169
4139513794,14,14
4139571816,263,263
4139578369,31,31
413961455,14,14
4139634864,6,6
4139643146,10,10
4139693490,24,24
4139802096,86,86
4139809297,20,20
4139909312,12,12
4139949989,6,6
4139971142,9,9
4139988898,12,12
41400748,6,6
4140095150,18,18
4140107999,6,6
4140201726,6,6
4140218798,6,6
4140305804,88,88
4140396932,17,17
4140405873,15,15
4140438080,16,16
4140448235,11,11
4140500394,52,52
4140552803,22,22
4140570880,45,45
4140604963,10,10
4140626494,21,21
4140656184,212,212
4140666867,38,38
4140667676,30,30
4140697586,7,7
4140705279,36,36
4140758431,22,22
4140758819,8,8
4140790801,26,26
414081661,35,35
4140835367,25,25
4140862852,28,28
4140884234,73,73
4140913425,6,6
4141042140,22,22
4141047168,22,22
4141083276,23,23
4141093309,21,21
4141096819,162,162
4141181611,48,48
4141281575,6,6
4141348567,36,36
4141406009,6,6
4141407590,6,6
4141435235,6,6
4141439214,76,76
4141460350,63,63
4141582842,46,46
4141606158,139,139
4141606425,20,20
414162403,55,55
4141667769,18,18
4141709191,10,10
4141769376,7,7
4141774395,40,40
4141802807,88,88
4141817557,39,39
4141946728,69,69
4141994800,16,16
4142064783,15,15
4142070680,25,25
4142093575,29,29
4142104795,37,37
4142105780,10,10
4142236044,36,36
4142236650,11,11
4142282852,16,16
4142307211,6,6
4142327539,26,26
4142475921,168,168
4142537519,6,6
4142558310,6,6
4142704654,10,10
4142765674,6,6
4142783750,19,19
4142862540,8,8
4142883622,40,40
4142884241,64,64
4142948898,6,6
4142988227,8,8
4143014109,17,17
4143014812,24,24
4143052559,42,42
4143153718,84,84
4143175273,10,10
414317601,7,7
4143180053,11,11
4143269411,22,22
4143281228,10,10
4143351365,23,23
4143362687,31,31
4143365436,11,11
4143433938,14,14
4143440737,56,56
4143464207,69,69
4143472196,31,31
4143539000,10,10
4143541338,6,6
4143641804,24,24
4143692536,9,9
414376060,64,64
4143782211,19,19
4143810790,6,6
4143816388,12,12
4143900535,46,46
4143988770,10,10
4143993523,59,59
4143993549,52,52
4144017929,30,30
4144050060,22,22
4144056159,55,55
4144094916,72,72
4144104344,84,84
4144106151,8,8
4144131359,36,36
4144144787,29,29
4144167142,29,29
4144300233,16,16
4144324607,41,41
4144332206,17,17
4144394350,9,9
4144421565,37,37
414444081,10,10
4144451707,23,23
4144464776,6,6
4144552490,205,205
4144560398,6,6
4144603769,6,6
4144604773,6,6
4144691290,13,13
4144702623,12,12
4144723698,11,11
414472697,8,8
4144734478,27,27
4144795812,6,6
4144938139,49,49
4144992610,52,52
4145009813,18,18
4145104871,45,45
4145130529,21,21
4145180714,129,129
414518753,32,32
4145244363,51,51
414525368,44,44
4145315135,20,20
4145376774,24,24
4145387207,30,30
4145437176,30,30
414549812,102,102
4145549003,13,13
414555624,17,17
4145642543,16,16
414564749,29,29
4145652993,19,19
4145663505,24,24
4145671729,50,50
4145694048,41,41
4145713645,26,26
414582405,15,15
4145850061,35,35
4145905949,21,21
4145951228,16,16
4145957508,19,19
4146012210,39,39
4146013422,116,116
4146065526,14,14
4146085576,22,22
414614304,29,29
4146152836,24,24
4146162347,11,11
4146251921,6,6
4146391534,97,97
4146394618,32,32
4146552053,18,18
4146575324,23,23
4146590997,328,328
4146623975,21,21
4146631134,6,6
414671563,16,16
4146742440,18,18
4146744742,6,6
4146831553,15,15
4146859442,62,62
4146884897,53,53
4146903285,42,42
414694707,27,27
4147068012,111,111
4147085858,142,142
4147092327,6,6
4147098617,29,29
4147107366,20,20
4147139979,7,7
4147195477,16,16
4147277805,20,20
4147462680,6,6
4147521443,18,18
4147526877,20,20
4147535377,9,9
4147541288,35,35
4147613226,24,24
4147687429,52,52
4147739108,74,74
4147760346,9,9
4147760861,6,6
4147790935,15,15
4147799833,139,139
414782524,14,14
4147825307,35,35
4148027286,12,12
4148095220,52,52
4148134016,34,34
4148167003,13,13
4148185959,16,16
414822779,9,9
4148236738,35,35
4148249699,41,41
4148273600,21,21
4148296257,145,145
4148366027,21,21
414841065,22,22
4148423563,23,23
4148446024,93,93
414846314,71,71
4148548073,14,14
4148550575,16,16
4148634611,68,68
4148668058,17,17
4148723529,155,155
4148768498,13,13
4148919169,16,16
4148933531,12,12
4148954347,40,40
4148997924,38,38
4149038134,18,18
4149104653,22,22
4149200955,28,28
414923904,180,180
4149256654,17,17
4149268848,25,25
4149296097,72,72
4149299409,90,90
4149310313,159,159
41493269,6,6
4149343961,15,15
4149347025,68,68
4149362614,26,26
4149472453,40,40
4149492490,30,30
4149533066,50,50
4149564642,6,6
4149615214,28,28
4149629960,6,6
4149660038,11,11
4149669716,8,8
4149754483,140,140
414987585,40,40
4149884371,27,27
4149927813,23,23
4149951654,40,40
4150009147,29,29
4150013187,6,6
4150024100,13,13
415011157,30,30
4150115564,16,16
4150211737,17,17
4150214545,12,12
4150248993,11,11
4150277222,28,28
4150291611,11,11
4150350124,64,64
4150371499,10,10
4150388546,18,18
4150452246,43,43
4150580315,16,16
4150601768,19,19
4150606289,16,16
4150635471,48,48
4150639979,17,17
4150817449,9,9
415087971,45,45
4150892721,23,23
4150900444,22,22
4150979666,27,27
4150997349,24,24
4151033242,44,44
4151136145,6,6
4151142258,48,48
4151143995,79,79
415114661,203,203
4151190394,30,30
4151248283,12,12
4151248483,33,33
415136896,18,18
4151410874,16,16
4151420926,28,28
4151427604,9,9
4151520659,6,6
4151544972,33,33
4151610229,25,25
4151675704,12,12
4151698534,18,18
4151738669,46,46
4151742016,53,53
4151755471,11,11
415177756,20,20
4151820456,7,7
4151822102,6,6
415184337,15,15
4151853658,15,15
4151860825,29,29
4151880421,64,64
4151924769,17,17
4152102427,10,10
415214419,12,12
415214594,6,6
4152165930,92,92
4152204792,40,40
4152215485,19,19
4152266658,6,6
4152296767,17,17
4152375783,12,12
4152416216,15,15
4152438821,6,6
4152450275,6,6
4152468919,14,14
4152515595,18,18
4152521011,33,33
415259298,23,23
4152609522,272,272
4152659379,16,16
4152662656,26,26
4152678809,81,81
4152714002,24,24
4152745400,122,122
4152755546,28,28
4152802812,8,8
4152880825,23,23
4152955629,11,11
415296477,51,51
4153054840,6,6
415307452,20,20
4153195786,68,68
4153326812,16,16
4153332469,13,13
4153393044,58,58
4153403028,6,6
4153449678,43,43
4153501609,6,6
4153531268,16,16
4153557717,14,14
4153648282,46,46
4153729828,12,12
4153756711,6,6
4153782297,36,36
4153836986,14,14
415386227,44,44
4153875764,26,26
4153938750,65,65
4154110419,25,25
4154134388,12,12
415419117,6,6
4154243328,22,22
4154252239,22,22
415427464,61,61
4154314057,6,6
415443426,23,23
4154456106,6,6
4154503687,54,54
4154506765,6,6
4154513538,17,17
4154515671,11,11
4154528232,20,20
4154615749,147,147
4154644585,7,7
4154660141,6,6
4154717427,112,112
415472533,28,28
4154751078,10,10
4154774195,21,21
4154834276,59,59
4154844892,8,8
415484821,128,128
4154953927,23,23
4154992575,18,18
41551005,27,27
4155150486,26,26
4155165926,37,37
4155189926,6,6
4155198576,51,51
4155208680,13,13
415522100,9,9
4155289706,14,14
4155319482,44,44
4155320059,6,6
4155323511,164,164
415533452,35,35
4155392895,6,6
4155427455,8,8
4155449974,39,39
4155592708,17,17
4155618778,40,40
4155725163,75,75
4155742999,47,47
4155743090,210,210
4155744106,28,28
4155879834,21,21
4155880157,18,18
4155996884,228,228
4156006017,63,63
415604814,39,39
4156073026,13,13
4156134897,9,9
4156151091,6,6
4156240186,11,11
4156243503,25,25
41562498,157,157
4156254783,91,91
4156281454,132,132
4156325981,6,6
4156425797,25,25
4156439052,6,6
415643920,56,56
4156472801,7,7
4156475121,77,77
4156526347,27,27
415653161,6,6
415654545,25,25
415661136,185,185
4156632070,19,19
4156670169,84,84
4156696799,26,26
4156752440,14,14
4156819231,52,52
4156864103,37,37
4156884629,94,94
4156906371,32,32
4156916909,46,46
415692508,18,18
4156946689,15,15
4157007419,51,51
4157029992,19,19
4157035928,10,10
4157057108,6,6
4157131357,6,6
4157203191,18,18
4157257955,188,188
4157300071,51,51
4157340575,29,29
4157362838,28,28
415736794,47,47
4157520449,11,11
4157526457,52,52
4157530943,15,15
4157531514,46,46
4157532375,248,248
4157538899,10,10
4157551647,6,6
4157604793,6,6
415780413,61,61
4157822000,10,10
4157822702,28,28
4157942655,12,12
4157988164,20,20
4158032978,6,6
4158050815,41,41
415805816,6,6
4158117139,17,17
4158119026,150,150
4158126009,46,46
4158187905,6,6
4158209028,30,30
4158220615,6,6
4158269664,29,29
4158285505,38,38
415833925,2,2
4158346680,12,12
4158358024,139,139
4158400224,31,31
4158479716,37,37
415859642,43,43
4158630601,88,88
4158654755,33,33
4158711978,6,6
4158886535,72,72
415901594,55,55
4159029890,6,6
4159039360,6,6
4159063780,68,68
4159099890,26,26
4159155261,6,6
415919792,6,6
4159200487,16,16
4159303669,22,22
4159314418,21,21
4159331877,29,29
4159376925,6,6
4159408201,12,12
4159416761,19,19
415953178,6,6
4159611916,20,20
4159640974,26,26
4159667841,43,43
4159766906,60,60
4159822403,6,6
4159849476,12,12
4159945642,21,21
4159963936,9,9
4159969543,29,29
4160001161,248,248
4160031530,22,22
416012167,53,53
4160132064,6,6
4160136536,56,56
4160142029,19,19
416016267,15,15
4160237319,24,24
416026293,16,16
416028350,49,49
4160319237,6,6
4160326267,38,38
4160335592,43,43
4160388322,10,10
4160508778,89,89
4160733572,23,23
4160890963,8,8
4160968990,6,6
4161036626,14,14
416104154,36,36
4161052224,15,15
416120195,18,18
4161231451,41,41
4161232341,21,21
4161240731,28,28
4161245416,27,27
4161325779,20,20
4161326784,30,30
4161338278,6,6
4161362919,14,14
4161424300,6,6
4161434399,34,34
4161468555,58,58
4161485802,20,20
4161561326,29,29
4161569381,26,26
4161571681,19,19
4161574908,9,9
4161575447,68,68
4161619674,25,25
4161663245,36,36
4161720431,45,45
41617213,191,191
4161756311,18,18
4161853519,44,44
4161882145,40,40
4161971981,11,11
4162013547,11,11
4162066334,8,8
4162164145,11,11
4162179995,24,24
4162248504,115,115
4162275186,33,33
4162279728,6,6
4162321736,35,35
4162331728,23,23
4162333582,76,76
4162346424,15,15
4162351586,7,7
416238381,31,31
4162562700,6,6
4162575551,40,40
4162600502,17,17
4162629190,62,62
4162653936,25,25
4162657200,13,13
4162716067,28,28
4162815346,55,55
4162900103,11,11
4162917516,19,19
4162926419,13,13
4162933514,21,21
4162980661,12,12
4163026173,18,18
4163027811,19,19
4163152722,14,14
4163177939,6,6
4163187135,8,8
4163190121,54,54
4163207293,80,80
4163211901,7,7
4163231155,69,69
4163284689,6,6
4163394399,6,6
4163425316,26,26
4163431693,12,12
416345272,6,6
4163468100,148,148
4163493799,19,19
4163502912,9,9
416353513,53,53
4163585776,8,8
4163634711,50,50
4163661799,34,34
4163701974,80,80
416376633,82,82
4163816473,26,26
4163833935,44,44
4163867124,130,130
4163908057,278,278
4163961119,9,9
4163986827,29,29
4164061900,37,37
4164085042,84,84
4164121535,10,10
4164126054,25,25
4164170842,72,72
4164216710,26,26
4164248346,9,9
4164302562,93,93
4164356110,6,6
4164364819,10,10
4164365830,32,32
4164419863,6,6
4164473425,6,6
4164505782,44,44
4164513332,13,13
4164579587,31,31
416458013,136,136
4164620465,43,43
4164642142,27,27
4164673841,6,6
4164683146,6,6
4164686376,84,84
4164715980,6,6
4164790574,15,15
4164805821,152,152
4164862980,21,21
4164867159,29,29
4164887652,34,34
4164909118,13,13
4164909545,6,6
4164936557,17,17
4165003974,14,14
416504807,6,6
4165055468,50,50
4165079898,34,34
4165080698,22,22
416510011,13,13
4165139653,33,33
416521886,16,16
4165223147,81,81
4165225093,6,6
4165312098,6,6
4165375928,106,106
4165429526,6,6
4165457315,44,44
416546891,11,11
4165475853,20,20
4165493616,18,18
4165501670,22,22
4165526453,9,9
4165534955,24,24
4165570138,70,70
4165577791,106,106
4165613440,20,20
4165679874,15,15
4165681447,19,19
4165735652,10,10
4165774888,18,18
4165822579,6,6
4165822746,32,32
4165856915,8,8
416589925,132,132
4165909743,25,25
4165917357,6,6
4165927777,6,6
4165946684,30,30
4165989425,6,6
4166001386,43,43
4166014988,143,143
4166019475,20,20
416602632,13,13
4166037470,47,47
4166198054,6,6
4166214178,17,17
4166284347,48,48
4166301692,10,10
4166315400,51,51
4166329893,14,14
4166383509,80,80
4166388159,96,96
4166451879,9,9
416645668,6,6
4166469965,199,199
4166480885,28,28
4166601891,49,49
41666290,5,5
4166717065,42,42
4166722734,15,15
4166911765,41,41
4167004649,29,29
4167046240,25,25
4167055982,36,36
4167186817,49,49
4167199663,28,28
4167226625,13,13
4167281381,17,17
416730896,54,54
4167338859,27,27
4167360673,9,9
4167478036,16,16
4167493033,154,154
4167518889,79,79
4167577320,100,100
4167609839,6,6
4167660844,65,65
4167697317,17,17
4167732740,6,6
4167756180,59,59
4167771,35,35
4167781386,32,32
4167791325,57,57
416783488,51,51
416789928,56,56
4167917348,17,17
4167920286,28,28
4167943294,12,12
4167948179,30,30
4168122370,33,33
4168229590,46,46
4168242412,26,26
4168268596,9,9
4168277362,12,12
4168384663,174,174
4168448128,14,14
4168474756,55,55
4168486071,18,18
4168497751,35,35
4168502170,32,32
4168553718,211,211
4168555114,23,23
4168577822,10,10
4168637249,19,19
4168639869,91,91
4168688663,18,18
4168786930,21,21
416879999,37,37
4168848803,22,22
4168891454,31,31
4168940482,32,32
4168947663,18,18
4168977346,12,12
4169080561,6,6
4169142038,21,21
4169158826,12,12
4169174091,35,35
4169346443,296,296
4169387094,6,6
4169392753,28,28
4169398231,17,17
416941457,109,109
4169472847,33,33
4169495648,29,29
4169508548,105,105
4169518759,6,6
4169529246,67,67
4169619468,6,6
4169632826,37,37
4169705970,269,269
4169744708,6,6
4169745920,6,6
4169760244,6,6
4169787700,13,13
4169844834,15,15
4169970113,16,16
4169972219,14,14
4169996768,23,23
4169999194,60,60
4170074480,206,206
4170084188,72,72
4170188766,21,21
4170204546,15,15
41703230,47,47
4170385650,6,6
4170433046,17,17
4170465687,25,25
4170469419,204,204
4170501545,6,6
4170528829,18,18
4170561429,22,22
4170692526,129,129
4170703776,329,329
4170711785,15,15
4170904617,35,35
4170917693,19,19
417097039,64,64
4170975616,39,39
4171068723,39,39
4171077173,49,49
4171105593,223,223
4171126215,16,16
4171180610,120,120
4171204013,35,35
4171239849,12,12
4171262468,128,128
417127666,13,13
4171452168,37,37
4171479194,17,17
4171679182,23,23
4171740021,11,11
4171817682,193,193
417183363,7,7
4171853102,42,42
4171875858,13,13
4171899615,30,30
4171958101,11,11
4172058119,13,13
4172093211,71,71
4172093687,16,16
417210156,36,36
417216214,143,143
4172191695,49,49
4172216354,44,44
4172267114,11,11
4172355401,6,6
4172360235,15,15
4172373342,36,36
4172373851,33,33
4172484648,8,8
4172500914,80,80
4172506786,55,55
4172653204,7,7
4172683612,48,48
4173017773,23,23
417309105,26,26
4173091116,8,8
4173104559,13,13
4173278441,18,18
4173343872,44,44
4173412361,61,61
4173419593,6,6
4173448560,18,18
4173529989,6,6
4173539993,56,56
4173563602,7,7
4173607858,44,44
4173640456,85,85
4173671657,11,11
4173744768,6,6
4173774249,11,11
4173804826,23,23
4173819704,42,42
4173825231,181,181
4173842613,54,54
4173847192,71,71
4173859034,21,21
4173975614,32,32
4174030869,67,67
4174064891,43,43
4174089227,12,12
417410519,27,27
4174130947,28,28
4174131889,12,12
4174189999,25,25
4174192623,6,6
4174199785,32,32
4174215426,21,21
4174274662,17,17
4174274951,40,40
417435380,65,65
4174454406,8,8
4174483431,16,16
4174513592,6,6
4174514448,17,17
4174517940,39,39
417457164,26,26
4174626179,81,81
4174670373,301,301
417470243,10,10
4174723714,13,13
4174783088,94,94
4174844752,6,6
4175000709,19,19
4175024031,28,28
4175032780,53,53
4175034329,8,8
4175083342,72,72
4175160265,132,132
4175160475,14,14
4175168907,25,25
4175174344,25,25
417519053,33,33
4175215424,6,6
417533011,22,22
4175349657,57,57
4175433656,126,126
4175456983,36,36
417565277,6,6
4175666660,6,6
4175816269,47,47
4175870098,11,11
4175878832,216,216
4175882091,52,52
4175944723,11,11
4176014947,32,32
4176055512,8,8
4176060450,55,55
4176088477,15,15
4176101425,61,61
4176108588,228,228
4176147649,10,10
4176207847,14,14
4176233166,98,98
4176306503,33,33
417630961,68,68
4176349497,23,23
4176384895,8,8
4176444988,25,25
4176456755,14,14
4176469605,6,6
417648546,6,6
4176498198,97,97
4176501082,15,15
4176510913,146,146
417651815,9,9
4176524091,26,26
4176524365,63,63
4176591143,8,8
4176613506,31,31
4176704041,19,19
4176706258,6,6
4176721955,6,6
4176775185,22,22
4176813218,30,30
4176888594,131,131
4176931245,6,6
4176961540,27,27
417696257,6,6
4176989772,8,8
4177166862,15,15
4177174384,60,60
4177187291,173,173
4177228232,53,53
4177314122,28,28
4177348474,17,17
4177361864,20,20
4177387442,22,22
4177397884,19,19
417747274,64,64
4177582310,102,102
4177645699,28,28
4177729037,56,56
4177758580,32,32
4177809588,28,28
4177927108,6,6
4177935642,191,191
4177988630,6,6
4178038618,26,26
4178059640,15,15
4178104350,6,6
4178121824,31,31
4178229349,38,38
4178229612,13,13
4178312606,6,6
4178350233,11,11
4178522076,214,214
4178565507,46,46
4178632341,6,6
4178753513,6,6
4178804669,18,18
4178843903,21,21
4178856482,29,29
4178898716,6,6
4178918090,23,23
4178923761,22,22
4178954156,13,13
4178985227,15,15
4179034698,20,20
4179098417,27,27
4179103943,29,29
417915927,28,28
4179187167,37,37
4179199226,24,24
4179204941,6,6
4179227538,13,13
4179245027,87,87
4179252655,45,45
4179284499,15,15
4179313684,10,10
4179379151,109,109
4179405484,15,15
4179518124,12,12
4179527469,8,8
4179535220,21,21
4179542541,21,21
417954959,13,13
4179623684,157,157
4179666685,19,19
4179694225,60,60
4179707127,32,32
4179707302,35,35
4179716499,14,14
4179834423,16,16
4179911219,32,32
4179920882,53,53
4179931485,6,6
4179980636,29,29
4180044682,8,8
4180086640,14,14
4180134596,54,54
4180333195,47,47
4180347230,24,24
4180421658,38,38
4180618629,6,6
4180655544,15,15
4180670402,137,137
4180704070,23,23
418070718,17,17
4180732899,53,53
4180778531,35,35
4180802334,16,16
4180817533,33,33
4180856697,91,91
4180880114,13,13
4180919011,25,25
4180928546,88,88
4181036030,10,10
41810464,13,13
418110975,55,55
4181148260,27,27
4181165863,184,184
4181175908,40,40
41813530,8,8
4181380882,51,51
4181414060,187,187
4181466065,14,14
4181501206,26,26
4181572787,32,32
4181574349,45,45
4181600073,22,22
4181603115,56,56
4181631947,18,18
4181653395,20,20
4181673495,61,61
4181703822,8,8
418172263,78,78
4181765784,144,144
4181877799,6,6
4181885407,43,43
4181970476,28,28
4181988348,39,39
4181994736,6,6
4182001301,12,12
418200137,8,8
4182046655,10,10
4182139531,57,57
4182162939,21,21
4182212844,6,6
4182214968,86,86
418223757,112,112
4182283443,124,124
4182320609,22,22
4182337963,6,6
4182340216,6,6
4182398573,56,56
4182419713,20,20
4182475744,13,13
4182502824,32,32
4182565708,26,26
4182573073,6,6
4182587978,30,30
4182625899,8,8
4182626033,6,6
4182721606,6,6
4182771218,15,15
4182815715,9,9
4182817328,19,19
418286221,13,13
4182910104,44,44
4182947582,154,154
4183012537,6,6
4183038297,23,23
4183124379,24,24
4183149559,20,20
4183154128,125,125
4183193570,58,58
4183215191,150,150
4183236854,79,79
4183275456,13,13
4183291207,11,11
4183378425,77,77
